id,wei,KV1,KV2,KV3,KV4,KV5,KV6,KV7,KV8,KV9,KV10,KV11,KV12,KV13,KV14,KV15,KV16,KV17,KV18,KV19,KV20,KV21,KV22,KV23,KV24,KV25,KV26,KV27,KV28,KV29,KV30,KV31,KV32,KV33,KV34,KV35,KV36,KV37,KV38,KV39,KV40,KV41,KV42,KV43,KV44,KV45,KV46,KV47,KV48,KV49,KV50,KV51,KV52,none
302,1,1.40945216,2.60799181,2.16459905,2.52060401,1.56484045,1.78793327,3.24536071,2.75174855,3.17094855,0.89949074,1.92121325,0.83067633,1.88735616,2.39652743,2.21280581,3.07272168,2.17499325,3.31714556,3.08288481,3.05341794,3.2267602,2.64497942,3.38193612,2.38360169,3.48673978,3.09068582,2.32879232,0.86006597,1.8683806,2.47085195,3.81664871,3.38937493,2.7717161,2.24369139,2.94303271,3.96217205,2.87174685,3.49952634,3.46154511,3.00566121,2.77191202,3.87293258,3.24193706,3.52793316,2.60874863,3.60343521,2.90621247,2.67605681,2.44606319,2.10276775,0.69168119,0,0
312,1,2.86419307,3.62670456,3.19535383,3.7513752,2.26271915,2.80248714,4.32998655,3.74012434,3.00451564,1.61219944,2.59902415,1.72156106,3.13422284,4.09537506,3.32462552,4.0243672,2.9538942,4.23865565,4.9048476,3.12399235,4.2076629,3.49957588,4.50645369,3.33769445,3.52085007,3.16506522,3.13704159,1.61450592,2.70796229,3.78939982,4.45752552,4.62314008,3.53128568,3.52211761,4.12752437,4.29267056,4.14466845,3.91067941,3.4239199,2.92860018,5.13399018,4.06761945,4.51139334,5.22979956,4.80420222,4.71787417,4.77476944,4.83510617,3.82261859,4.41618427,1.81384463,0,0
316,1,-0.3867185,1.00104233,-0.39776171,0.47256437,-1.83347741,-1.97052138,0.41560638,0.64745925,0.00081326,-2.11646367,-1.77301724,-2.27962907,-1.84405007,0.90554944,-0.63037908,1.49983396,-0.44619079,0.76734071,0.51181306,-0.56976015,0.09006672,1.84622322,1.31964843,0.4838054,-0.64439259,0.74335856,0.68787636,-1.17722514,-0.20313556,-0.88355072,-0.09862974,0.78530659,0.16694318,0.39717595,1.2496086,1.12936309,0.6548123,1.07018068,2.1618646,-0.04804469,0.00476547,1.54975593,1.41074921,2.08915229,1.29038429,2.17596341,0.03686508,-0.06467715,0.85646316,-0.42587547,-1.78551132,0,0
317,1,3.1649358,3.88692008,3.96315978,3.56551798,3.58049981,4.37587084,4.32605485,4.18087905,5.299088,2.97036613,4.17741788,3.35932933,3.9764338,4.00235219,4.93891744,4.49098625,4.12925047,4.49061349,4.98297666,4.26689868,4.54686139,3.81938994,5.58106767,4.38729658,5.36956002,3.97185867,4.50334053,1.40822296,3.4719325,3.32869513,4.43212786,4.24701949,4.20565694,3.78052134,3.94214348,4.60593244,3.87927523,5.41967499,5.47769735,4.62168743,3.95771618,5.42988326,5.18748698,4.56677878,3.94766456,5.00658272,3.8740443,3.95822419,3.59753746,3.50545687,2.81244941,0,0
318,1,-0.09093436,0.42723762,-0.65401638,0.17795226,-1.33760783,-0.84479584,0.17449475,0.46482383,-0.59255621,-1.52430228,-1.11489041,-0.7710409,-1.20374232,0.5826133,-0.56613521,0.6114201,-0.7470919,0.68220389,1.06889802,-0.03776465,0.70368205,1.05342259,0.58262311,-0.22231173,-0.81579982,0.21593484,-0.42688322,-0.82870357,-0.17713673,-0.22829524,-0.50616993,0.39677982,-0.62500911,-0.20071017,0.58843621,0.72611665,0.39455055,0.18319398,1.1760173,-0.72554172,-0.04442589,0.66447762,0.81971183,1.46179819,0.19954986,1.02556968,0.32202229,-0.32982006,-0.36201975,-0.19198871,-1.03576235,0,0
319,1,2.29162444,3.43169325,3.28170094,3.66614304,2.81136977,3.11525116,4.85848278,3.70148199,4.26858226,1.70610561,3.45455019,2.32025252,3.04571974,2.99193927,3.34496414,4.19546348,3.17302179,2.92867961,2.89530524,2.26790937,2.32130159,2.7339526,3.60617186,3.09475169,3.12380275,2.81734363,3.07527674,1.43793606,2.38935143,3.9900615,4.91410002,4.68738187,4.17190188,3.4433001,4.58309822,4.57269781,4.04063845,4.42594582,4.96932491,3.63083333,3.96045153,4.56457496,4.27885118,3.71427501,3.65256309,4.50015367,3.80544504,4.01531037,3.15973697,3.48083741,2.22209649,0,0
322,1,1.77919645,1.72355628,1.64007191,1.80240539,1.77765158,1.75539008,1.69967242,2.08883572,1.99121358,1.04528156,1.60606068,2.22503129,1.47932584,1.81520893,1.56327328,1.73363164,1.22150661,1.6086243,1.51501171,1.69331719,1.40242964,1.77231875,1.85832149,1.57770206,1.74097893,1.41588119,1.16803391,0.91512464,1.42589447,1.66485094,1.57086639,1.5823117,1.45529087,1.03640819,1.48144752,1.33336963,1.81237959,1.95220024,1.66796424,1.7225954,0.91498233,1.3895853,1.36883002,1.10399773,1.3600995,1.73390629,1.54300595,1.00846057,1.26603173,1.01599461,1.4422322,0,0
323,1,2.14121042,2.78956184,2.00171422,2.72275296,2.09246405,2.06612366,3.33463518,2.81226758,2.30637987,1.11421726,1.93225034,1.33401226,2.33515491,2.84433867,2.45206034,2.9576804,2.06918756,3.36170211,3.850018,2.34366593,3.24945765,2.97740674,2.98966761,2.38014682,2.42333163,2.48592162,2.12443863,2.04492058,1.47896833,3.33589864,3.71057558,3.55722426,2.66252145,2.54418955,3.27247035,3.65627239,3.40262703,2.63675136,2.96843594,2.24932951,3.87979571,2.91861475,3.51825633,3.85893901,3.90027681,3.3823967,3.61397173,3.21799193,2.54660703,3.2325375,1.55301452,0,0
324,1,-0.91136934,-0.2389227,-1.43377154,-0.4060846,-1.64657397,-1.37563681,-0.90365137,-0.01417262,-1.40522472,-1.79969249,-1.67138439,-1.4941601,-1.26573806,-0.36711075,-1.09689155,-0.30719014,-1.32816569,-1.14469085,-0.55453832,-1.66089819,-1.33275547,0.32618518,-0.61549139,-1.53173991,-1.7281267,-0.32142388,-0.65352596,-0.54099305,-1.18951403,-0.85885611,-1.21761484,-0.4767769,-0.94238318,-0.67088572,-0.67500397,-0.8572948,-0.19896976,-1.27984004,0.23823997,-1.28402236,-1.57781958,-0.28962987,-0.51501813,-0.06793651,-0.86307226,-0.50316737,-1.07385029,-1.63379156,-0.5850837,-1.7486483,-1.01863767,0,0
325,1,2.31649007,3.19299308,2.44563876,2.92209678,1.76962042,2.30227627,3.55414002,3.4783434,2.89575936,1.14958047,1.91407503,0.87557031,2.50412625,4.15853168,3.15289086,3.87180998,2.64404905,3.47850788,4.12506361,2.53298066,3.05228777,3.08194559,4.19152148,3.0217302,3.04801083,3.54028202,3.17198418,0.97589144,2.35048155,2.75841175,3.34841998,3.73154664,3.00896544,3.213858,3.52453758,4.01407936,3.33204418,3.73700682,3.82480044,2.6553308,4.36915101,3.69932094,3.98594497,4.27022753,3.68865135,4.22294992,3.77027272,3.86687035,3.02167685,3.2335336,1.39011441,0,0
326,1,1.71390649,3.03620561,2.27900004,2.47830573,1.77454417,2.80440903,3.47136942,3.18682922,3.57070441,1.37472669,2.24356183,1.79537146,1.77735157,3.8686422,2.77198436,3.38082064,2.81833478,3.6891729,4.1386111,3.12315184,3.38077915,3.42912487,4.75995915,3.19091063,3.17583406,3.18446099,3.41806031,0.02926929,3.27048046,1.43609828,3.03904358,3.47186208,2.56393395,2.71112151,2.84692249,4.35693541,2.07835218,4.55865942,4.88920331,2.68366173,3.07753418,4.78827289,4.93126511,3.93732619,3.09694196,4.52700248,2.82503244,3.04694009,2.90359791,2.60082298,1.45207467,0,0
328,1,3.25267794,4.30300473,3.26101071,3.74073477,2.80394388,3.60558293,4.37752792,4.51069261,4.04538997,2.30215611,3.31089807,2.10767643,3.48875172,4.48995031,3.95940105,4.85461305,3.62215562,5.7895635,6.50135158,4.64855816,5.70469523,4.16687158,5.7914295,4.4716687,4.84888315,3.85385261,4.00478242,1.5128561,3.48395934,4.15529391,5.33851442,5.34124225,3.65818504,3.77426541,4.32112678,5.55769618,4.14148809,5.07289103,4.53876048,3.50756472,5.76129397,5.68953962,5.40918465,6.19362807,5.01425506,5.5484381,5.24077245,5.32942455,4.73059643,4.54962224,2.11876511,0,0
330,1,2.03733066,3.20211177,3.13149408,2.97319952,3.59656916,4.35632236,4.36381336,3.92594831,5.03047033,2.33277361,3.38614239,2.7937242,3.05671326,3.2292859,3.79425914,4.06241794,3.37420777,3.82672801,3.61103621,3.30592365,2.90637275,3.14908026,4.46158749,3.51314019,3.62813252,3.36458927,3.82465441,0.41232283,3.19454169,3.03155229,3.68393275,3.636278,4.21186989,3.22999551,3.22048419,4.98633516,2.9661065,5.52467581,5.76243949,3.59375425,3.11430783,4.76828534,4.26378332,3.71810012,3.35122575,4.32735922,2.90501908,3.2574421,3.02522095,2.70607909,3.09880628,0,0
332,1,3.7714387,4.06060389,4.32210572,4.4487652,4.94831619,5.34148313,6.14453284,4.94866482,6.08301465,3.14051605,5.46609101,4.08504262,5.3243033,3.53488714,4.84362205,5.13655102,4.23305226,3.52868116,3.55198518,2.86594148,2.51505964,3.36044046,4.33268111,4.30453083,4.18122522,3.41746799,3.91550139,2.55959947,4.05177289,6.38164048,7.29240267,6.901391,5.69910871,4.69543428,5.71318223,6.40996461,6.10833369,5.32357507,5.19059718,4.94583023,5.33311362,6.37168202,5.16490662,4.83118654,3.76469131,6.16823879,5.22301405,5.73051188,3.90294151,4.89612499,4.09174502,0,0
333,1,2.8984419,2.94303822,2.6340422,2.9971515,3.20226553,3.71444064,3.17393851,3.09968125,3.91466726,2.50940768,3.10398928,3.73628942,3.07065398,2.52810874,3.10428631,3.06303876,2.67465071,2.9484487,2.56390778,2.49757859,2.35058225,3.21590505,3.24888405,2.70102156,3.04645773,3.41794706,3.71072201,2.4147646,2.66051871,2.67038599,3.27801013,3.28460323,2.95982535,3.08654361,2.93732565,3.15441113,2.65031276,3.5909918,3.52256307,3.42639348,2.80347746,3.38330763,2.94556674,2.62513543,3.08129002,2.99703145,2.95691041,2.61987289,3.41614126,2.68681252,2.92620503,0,0
336,1,3.36003534,3.62832491,3.34302767,3.12216256,3.32591667,3.49681697,4.30449838,3.98530733,4.29150232,2.11667012,3.5266418,2.64386955,3.28352399,3.24300046,3.74476244,3.57808314,4.00500618,3.42420639,3.82836895,2.8251052,3.41256889,3.61866915,3.83225697,3.6025644,3.44202549,3.0283394,3.21112717,1.48338025,3.41574391,3.92252466,4.6579733,4.38972924,3.83089697,3.47556203,4.13188269,5.05358949,3.73416066,4.40452908,3.90351304,3.31963337,4.01858641,4.06025351,4.25852443,4.14865841,3.35432198,4.09368106,3.95078966,3.84760982,2.96106006,3.33413068,2.61902172,0,0
337,1,1.91658524,2.14630926,1.69276121,1.43886917,1.33893148,1.7786131,1.65320659,2.06028424,2.20987748,0.79039932,1.7419716,1.26514401,1.13050866,1.85249056,2.18919744,2.38999278,1.8698499,1.51764703,2.54342385,1.35621552,1.60625452,2.15595733,2.31642419,1.62394418,1.39379388,1.66779149,2.12883658,-0.16409924,1.72218327,1.110083,1.16708744,1.49704166,1.09282944,1.67162889,1.52585447,1.95184971,1.06683332,2.37455867,2.58486715,1.49622187,1.12115683,2.12469765,2.22025033,1.66137813,1.76101597,2.20863948,1.42960086,1.68740572,1.80334768,0.97535779,1.38490135,0,0
340,1,1.07098139,0.31678154,0.56662,0.50673368,1.19037776,0.92587216,0.91879998,0.60369266,0.74436353,0.60467433,1.08773197,1.16298702,0.47191055,0.61737927,1.25342913,1.50313563,0.31683579,1.10045386,1.38778582,0.92108703,0.62849674,0.94063585,0.54100995,0.33742819,1.08157548,0.72374172,0.50131496,0.56857115,0.45460235,1.66650705,0.82596699,1.11944599,0.70247111,0.53628445,0.92311996,1.05032905,1.88908603,-0.09819405,0.38674178,1.44933016,0.40365719,0.56815165,-0.00514338,0.86386226,1.09316159,0.47798449,0.66405724,0.3001886,0.91287051,0.23439219,0.91171866,0,0
341,1,1.95203771,2.59724282,1.90042637,2.29054779,2.30741045,2.78385978,2.56105282,2.99371506,3.01551019,1.55541385,2.34456514,2.03187209,2.43657163,1.96984163,2.89597123,2.88679719,2.13420615,2.91324254,3.20758477,2.56534941,3.39181783,2.09101996,2.95490743,2.61282359,2.28834017,2.68665402,2.69682721,1.67397619,1.86202034,2.24750253,2.8468968,3.39858401,2.17240528,2.46521515,2.4587852,3.07009809,2.35008451,2.88738103,3.2970199,2.28293469,2.62713002,3.26349663,2.46786271,2.79376756,2.6176683,2.79260065,2.44463008,1.94753569,2.16006741,1.98954458,1.90858073,0,0
342,1,2.01546344,3.43141158,2.83094246,2.97105975,2.05838054,2.5159019,3.79523708,3.8050343,3.79305287,0.92604277,2.34543146,1.44550624,2.29210254,3.00084944,3.03436253,3.68917653,3.30126907,2.58513827,2.74734111,2.06974557,2.12573451,3.39829393,3.96071269,2.95842322,3.00789326,2.75679517,3.20786382,1.50121775,2.68515189,2.59581852,3.40585942,3.52396371,3.59028644,3.32273633,3.95289898,4.45275146,3.10086502,4.59607292,4.99870734,3.45716253,2.96920613,4.95197821,4.22231144,3.84146313,2.70262592,4.66511322,3.02071382,3.54427579,2.56871859,2.54931466,1.63327177,0,0
344,1,2.88451305,3.61751508,3.41384107,3.83886883,3.59846898,4.14112191,4.22854675,4.3054539,4.82670148,2.58767835,3.95598035,3.0917901,4.04938286,3.46572563,4.05583585,3.72240416,3.42220056,3.61265359,4.11265709,3.28251956,3.70510442,3.28018885,4.43300815,3.72986018,3.78160588,3.73144209,3.94576872,1.77516605,3.0949299,4.15730118,4.82290515,4.68727079,4.29642021,3.49890612,4.11146453,4.68827983,4.02025373,4.7608503,5.00001848,3.70205845,4.00698748,4.83640743,4.2203928,3.76928331,3.44608042,4.29805918,3.92117124,3.94066394,3.07554287,3.5311291,2.97667439,0,0
348,1,2.72537106,3.55827414,3.34946728,3.68776164,3.47562639,3.45892507,4.71433287,3.79195304,4.06375416,1.98548311,3.51262897,2.41683555,3.50761021,3.38773519,3.58995799,4.54784964,3.26328074,3.60443188,3.99676414,2.71869663,2.84880346,3.1972136,3.92130124,3.32527622,3.49130586,3.02672479,3.77544401,1.08117046,3.0977931,5.04997112,5.7159903,5.21982386,4.31114743,3.5132234,4.67743189,5.07116999,4.4061271,4.51476175,4.66634187,3.46562933,4.89602161,4.46216083,4.98862388,4.68550742,4.22906212,4.97065594,4.29233308,4.84893382,3.51661324,4.11112356,2.4995365,0,0
351,1,3.34158801,3.3686609,3.39704755,3.36886169,3.41267191,4.32156273,4.10586498,3.69619364,4.53056905,2.89865524,3.89614849,3.07225904,4.08409481,3.094896,3.93866256,3.73426329,3.37402702,3.27590839,3.56116942,2.79606705,2.82755593,3.10101014,4.57391311,3.4440318,4.03207282,3.76383968,3.9640254,1.22704165,3.09911176,3.81978176,4.3007,4.25856694,3.91366872,3.51210394,3.62758617,4.06857056,3.63846377,4.34929934,4.97389986,4.12045987,3.54180435,5.08758479,4.06809654,3.68592669,3.25133224,4.2207809,3.83346402,3.65991479,3.10651479,3.07114244,3.07841363,0,0
353,1,1.68217707,1.63754773,1.15370329,1.53763194,1.49533975,2.27891202,1.37407452,2.17341704,2.00304664,1.51873703,1.46074143,1.90864778,0.97297352,1.89280295,1.79889606,1.38882048,1.03048012,1.42178854,1.71594999,1.23475943,1.22128685,1.78477583,2.67593267,1.70247389,1.26369283,1.95669244,2.25104164,0.5578284,1.2969306,0.90830659,0.72502878,1.44261871,1.29625807,1.30163274,0.67099032,0.60838464,0.4836214,1.69324924,2.43065575,1.47787433,0.35680334,1.57576351,1.33851767,0.6803855,0.78357937,1.27040438,0.50533583,0.0529243,0.64730571,0.4473869,1.87374867,0,0
355,1,2.96895974,4.31289019,3.8185285,3.83819864,3.10955966,3.70030032,5.45229785,4.47528966,5.09737966,2.21479589,3.56401062,2.39199234,3.46906779,4.35587178,4.23099383,5.59086195,4.04838233,4.52035252,4.81966435,3.36588643,3.73125973,3.85867026,5.21363326,4.24972345,4.40388971,3.98993841,4.02595989,1.23216044,3.69596042,4.05390575,5.52411497,5.07462694,4.83269046,4.13505689,4.74697759,5.9001233,4.04307726,6.00782255,5.61885078,4.1522989,5.29867422,5.7277188,5.9128988,5.47760584,4.32974373,6.01785542,4.62695733,5.00775242,4.09001013,4.41888617,2.31597388,0,0
358,1,1.77429668,3.22579444,1.70019398,2.20819405,0.78558054,1.00732307,2.41653083,2.66860779,2.07197193,0.26095637,1.08635348,0.30878003,0.66244143,2.99755318,1.57822609,3.46972391,1.88701644,2.95017836,3.48927751,1.91251756,2.664493,3.33691786,3.91400657,2.19053199,3.03702295,2.81075542,2.96440526,0.48954564,1.99941682,1.81613376,2.7766831,3.03706886,1.99462651,2.18835125,2.75966933,3.32382995,2.81299331,3.23324037,3.34784987,1.57574677,3.06144694,3.90135291,3.70933487,3.86933293,2.97620225,3.95084418,3.05366075,3.15265331,2.91214142,2.11820691,0.09350541,0,0
359,1,1.48777838,2.18094749,0.73610177,1.34955444,-0.17238093,0.74697513,1.72753165,1.95644386,1.33183768,-0.30219559,0.54999335,0.27517053,0.43964514,2.14130314,1.61117311,1.69483471,1.53888313,1.59031579,2.13228171,1.67972325,2.01014189,2.51130743,2.35907978,1.61466892,1.05492728,1.37047569,1.40883834,-0.05629819,1.57606919,0.28101524,1.15386707,1.37291283,1.04731194,1.32432534,2.24620244,1.16984313,0.84713119,2.39667045,1.74699699,1.17295328,1.24432241,1.86054343,2.10457667,1.88176706,1.5624037,2.16828981,1.93876536,1.51075252,0.7226331,1.41669767,-0.22728312,0,0
360,1,2.47595538,3.48018302,2.30763751,2.9790436,1.36548192,2.04709291,3.24822866,3.34852019,2.46576389,1.02953133,1.77599555,1.15795212,2.05261573,4.24637803,2.85738451,3.13363515,2.20592167,4.1997635,4.25941887,2.78527378,3.77609453,3.40311848,4.69277674,2.79242191,3.00493748,3.19987395,2.86067461,0.40962197,2.17667768,2.3688869,3.5483879,3.59563616,2.61714111,2.80175473,3.75289382,3.28495593,2.57396681,3.28838179,3.23466668,2.08902082,3.78087053,3.6613277,3.76634942,4.00884181,3.52117959,4.0102022,3.72286199,3.65931364,2.79776987,3.31920375,1.05585622,0,0
361,1,0.23834063,1.00607933,-0.67962417,0.58295261,-0.75641141,-1.01979498,0.46519683,0.19880655,-0.79601455,-1.68279162,-1.36729815,-1.7180256,-1.04353694,0.45881267,-0.68415967,1.41502743,-0.77118872,1.4081472,1.264588,-0.12467292,0.08421363,1.85609878,1.29674068,-0.14852163,-0.44239075,0.17895897,0.04136422,0.53562808,0.29336692,-0.33327568,-0.06055236,0.85567621,-0.58709809,0.20382923,1.14932228,1.54079073,1.25763227,0.2851349,0.75696366,-0.48901617,0.84803218,1.60189475,1.38396119,2.01860284,1.56256073,1.76879392,1.49583572,1.75813655,1.63564594,0.45982668,-0.92349183,0,0
362,1,1.8332769,2.54972438,2.14722677,2.30151971,2.00233541,2.15326655,3.50917139,2.70052671,2.9586945,1.0264034,2.15464708,1.33564998,1.88120131,2.27802481,2.52043791,3.95093697,2.12020921,3.04139059,3.33178302,1.97208499,2.57125046,2.56953325,3.20633058,2.34934775,2.24009832,2.23654624,2.35492449,0.59272174,2.21061372,2.802977,3.35848983,3.39767509,2.68878424,2.34702887,3.22667543,4.07941795,2.98922468,3.30739183,3.46205411,2.51689994,2.68108306,3.78024912,3.34116989,3.51642847,2.52740418,3.76257171,2.23604879,3.21708984,2.40011753,2.33231998,1.35901428,0,0
363,1,1.54889014,2.85806825,1.79584142,2.53302896,0.61568253,1.00348245,2.98684131,2.7268388,1.80484629,-0.26923029,1.20002475,0.44141911,1.59778534,2.50389127,2.28070006,2.91423905,2.18710358,2.36819465,2.39345154,1.17223413,1.81592585,2.53837266,2.11158812,1.14882486,1.60539503,1.45932446,1.4965109,0.56997663,0.80724371,2.58403689,3.05971131,3.31096344,2.52454965,2.39064873,3.48440698,3.04546057,3.12172387,2.28435225,2.62116534,1.60563751,3.44472501,2.49138105,2.54271844,3.18668969,2.54060712,3.1792446,2.73179806,3.26690285,1.98981625,2.14564986,0.53377171,0,0
367,1,3.19771062,4.31346843,3.27143572,3.15363474,2.49350057,3.23810956,3.76834752,3.66858273,4.51027591,1.93377097,2.78945038,2.06839512,2.46455409,3.75563313,3.92471561,4.18435013,3.80890073,3.48586292,3.61461622,2.7952238,3.24949593,3.72814929,5.2265447,3.83953263,3.68374712,4.09968878,4.10739864,0.21933959,3.0182,2.21808989,3.0876414,3.08547036,3.57325112,3.66440723,3.40416169,3.86158362,2.54388556,5.35529157,4.76054512,3.30564457,3.12954779,4.6294604,3.98527589,3.5076205,3.39156395,4.7302062,3.206609,3.72791434,3.50209455,2.73478208,1.87626696,0,0
368,1,-0.20592105,0.63716776,-0.06344727,0.55577096,-0.59298232,-1.247818,1.12377936,0.63540797,0.52130388,-1.53520694,-0.53367388,-0.73326331,-0.73572603,0.18143514,0.00078223,0.45092073,-0.82180889,-0.48750661,-0.493055,-0.98807711,-1.45387639,0.43884952,-0.89488266,-0.68114658,-0.78835704,-0.41077477,-0.8418987,-0.28086627,-0.36017515,0.75036842,1.14781494,0.92720885,0.56149603,-0.22050415,1.40706438,0.36275843,1.46231102,0.03257428,0.2674707,0.16346151,-0.509869,-0.12744109,0.24785944,0.6024088,-0.51803613,0.9410347,0.19616135,0.00460892,-0.46037159,-0.4309611,-0.89781251,0,0
369,1,2.9806114,4.40665633,3.95542275,3.88627435,3.26444266,4.01383399,5.14442188,4.50504241,5.16275515,2.38379191,3.73707719,2.49019874,3.66069728,4.00218883,4.59939288,5.88909485,3.96293051,4.40554674,4.55913222,3.47264504,3.55870727,3.99011317,5.39452914,4.4230087,4.47187827,3.62825567,4.40695631,1.34410044,4.49709646,4.30190523,5.18289375,5.38785007,4.50242332,4.2331295,5.27625816,6.26304125,4.52381938,6.13663878,5.77316636,5.00167087,5.98168267,6.51414252,5.71078823,6.00182118,4.35766563,6.3487497,5.20802741,5.68022659,4.25355724,4.74692079,2.55478689,0,0
370,1,1.58664315,2.23384139,1.65429751,2.52413058,1.51468161,1.6324085,2.22232927,2.10130169,2.26067864,0.82147825,2.29182142,1.50725883,1.65306981,1.63566405,1.63804973,1.87356083,1.26489645,0.69120121,1.06511943,0.92603699,0.78124789,1.9079748,1.71203966,1.74297027,1.17549416,1.59575409,1.89358778,1.18294131,1.8638486,2.65044552,2.58993992,2.56630073,2.31663458,1.68553484,2.56258037,1.53574377,2.28932034,2.21259865,2.07201458,1.87029066,1.70721038,2.23468928,1.93747207,1.98645051,1.58299461,2.353386,2.10267938,1.8985122,1.31746598,1.56592024,1.46145845,0,0
372,1,2.87702262,4.58288454,3.42683525,3.45411314,2.77650728,3.30796611,4.45872302,3.98291864,4.49750994,1.87989338,3.05523816,2.20891809,3.04581347,3.88831024,3.65846886,4.81268575,4.01772157,4.67270793,4.12050712,3.00383057,3.24848687,3.6479831,4.39997502,3.4694939,4.4172784,3.26291591,3.58735572,0.92918809,3.19755077,3.42067977,4.4099912,4.37489389,4.31350942,3.72174283,4.52567815,5.10804389,3.63943902,5.33320274,4.76740046,3.77562474,4.21396309,4.48361144,4.77375027,4.34438304,3.87396471,5.23757635,4.22539602,4.55817893,3.89586205,3.75418842,2.02753121,0,0
373,1,2.32773523,2.92809211,2.69041108,2.90509625,2.56521778,2.85787921,3.60154277,3.35156529,3.85138791,1.69442244,3.52269562,2.29682013,2.57582562,2.74013869,3.31573026,3.68473889,2.55370679,2.71323234,3.24050951,2.14686809,2.15998161,2.86220117,3.41358817,3.04669819,2.62009219,2.60348024,3.37468508,0.66609575,2.63894956,2.97854747,3.73104779,3.89962804,3.22367227,2.9164044,3.38695528,3.42361197,3.45565669,3.42317713,3.92371386,3.05809612,3.00959344,3.90908741,3.55356081,3.1887021,2.94762324,3.97229844,3.05590537,3.55446291,2.66474828,2.99048959,2.04617977,0,0
375,1,2.3671438,2.93601465,2.05262012,2.52663439,1.56286948,1.8894382,3.58991501,2.90951505,2.00392345,1.03475895,1.84630444,1.34538928,2.15596768,2.67731694,2.22791491,3.18843289,1.96483166,2.7106283,3.18595029,1.88872244,2.20337357,2.69487336,3.12404181,2.22409163,2.76362515,3.09893019,2.24642788,1.30069705,1.9222064,2.51926731,3.39226075,3.40596216,2.73633154,2.55415995,2.89142702,3.24383862,2.86998723,2.84332835,2.87876778,2.45742932,2.92592463,3.10537715,3.39148018,3.28362474,3.34285792,3.0924392,3.40920544,3.16943514,2.80617891,2.4109736,1.33040714,0,0
376,1,1.62125568,2.6324001,1.85755985,2.35366331,1.43785602,1.8640448,2.77876464,2.89228677,2.92018103,0.84837652,1.71080441,1.13794588,1.58670524,2.37166128,2.58927704,2.82524955,2.07690472,2.02137073,2.22049715,1.62704685,1.92646276,2.84792748,3.19727938,2.27064886,1.52754552,2.36442302,2.70977407,1.82910675,1.97240928,1.77837608,2.60240368,2.99279339,2.31012614,2.42853329,2.86931225,3.3034538,2.22079622,3.7194192,4.30102118,2.38969796,2.1585313,3.89975505,3.3347598,2.65742852,2.83035295,3.62152178,2.38861417,2.33890274,1.97377703,1.89053774,0.95900474,0,0
377,1,-0.14532469,1.20791708,-0.48043216,1.39623055,-1.92224413,-2.06769994,2.01442159,1.20376524,-0.9713639,-2.61276546,-1.39252034,-2.15871855,-0.20819041,1.09381302,-0.17429866,0.94164808,-0.91424875,-0.40457105,0.02589388,-1.59865603,-1.05553134,1.0127205,-0.51852544,-0.75067624,-1.42677775,-0.22209411,-1.03902384,0.21361489,-0.5039655,1.52221246,1.97902591,2.72767961,0.89883997,0.70868259,2.94605685,1.27692824,2.34861649,-0.1600986,0.20644042,-0.8037852,1.98155223,0.71956258,1.3227669,2.0863752,0.7332594,2.19611592,2.22070138,2.35425809,-0.10333125,1.55942341,-1.60298664,0,0
379,1,2.8073879,4.12584734,3.70265476,3.84168484,3.06402589,3.69944596,5.17161683,4.73105522,4.51842857,1.77337541,3.60714409,2.08269912,3.46183784,3.66128048,3.75890057,5.50906577,3.6127984,3.7357149,3.79921655,2.71151962,2.9002291,3.89565845,4.39219266,3.88382288,3.72852734,3.20472766,3.63214105,1.60041028,3.65864178,4.84078304,6.00478893,5.82918279,4.83008731,4.15243058,5.88599368,5.99484828,5.05310351,5.29730428,5.25068414,4.04072607,5.66170623,6.12010255,5.38992766,5.29754162,3.94383471,6.25753269,4.83909855,6.06289446,3.9486845,4.46316702,2.30595723,0,0
380,1,2.51701743,2.70506625,2.92788722,2.54782372,3.56668982,4.2602022,3.1824035,3.03058156,4.79444529,2.52109831,3.52988058,3.38306875,3.14780945,2.64575499,3.5797175,2.88242511,2.73779225,2.6957738,3.00848515,2.41844788,2.06912637,2.76503372,3.67112449,2.98111209,2.3604245,3.01503504,3.85663459,0.60296951,2.93567913,2.48258769,2.85015844,2.95635614,3.26504099,2.70973814,2.3158006,3.05439239,2.34679824,4.48777453,3.90203336,3.27765165,2.03273005,3.59099089,2.7266341,2.22099503,2.25892155,3.39641332,2.50564073,2.32299362,2.16938105,2.05220855,3.22093647,0,0
383,1,3.42809462,3.22289998,2.83278348,2.70310097,2.80411191,3.22912728,3.02106967,3.31320671,3.5255823,2.21566926,3.05671525,2.46989629,2.6410895,3.07609687,3.09321673,3.35468055,2.81863074,3.45068174,3.29771616,3.262872,2.91777404,4.06618378,4.04903186,3.85223952,3.29673214,2.91969076,3.05890328,1.54492349,2.97581703,3.08409815,3.1139721,3.16468931,3.03354765,2.97228886,2.89711954,3.56493016,3.34254974,3.63955813,3.14803803,3.76554001,3.63313245,3.78207465,3.14758518,3.60062699,2.93695302,3.70558045,3.18350558,3.09466239,2.78674493,2.99776469,2.40129955,0,0
