id,wei,KV1,KV2,KV3,KV4,KV5,KV6,KV7,KV8,KV9,KV10,KV11,KV12,KV13,KV14,KV15,KV16,KV17,KV18,KV19,KV20,KV21,KV22,KV23,KV24,KV25,KV26,KV27,KV28,KV29,KV30,KV31,KV32,KV33,KV34,KV35,KV36,KV37,KV38,KV39,KV40,KV41,KV42,KV43,KV44,KV45,KV46,KV47,KV48,KV49,KV50,KV51,KV52,none
1076,1,3.16099408,3.46997161,2.99324781,3.21080038,2.85522148,3.58702747,4.78631566,4.25073932,3.79870591,1.60458176,2.91477388,2.3326194,3.43886555,2.94464093,3.30367701,4.31925521,2.91065969,2.44033488,2.33103969,1.54648989,1.11968605,2.85835145,3.1864246,2.69462041,2.540197,2.39333086,2.62132818,1.63669815,2.8468268,4.21060863,5.15924297,4.93900774,4.11466504,3.53267617,4.91059683,4.56664616,4.27212241,3.99417415,3.99056395,3.26982275,4.07321505,3.94580209,4.27985404,3.74336389,2.99223866,4.55337628,3.99624413,4.48478466,3.04340151,3.68330063,2.35741667,0,0
1078,1,3.43195013,3.50466951,3.39404008,3.36761009,3.57422336,4.03703864,3.9428028,4.15369278,4.30566,2.50040635,4.16174535,3.29464426,3.71257486,3.28328682,3.88046956,3.64395693,3.15269655,3.31999511,2.81010746,2.99202772,2.57835665,3.09873288,3.26907606,3.30009494,3.08043148,2.58928802,3.05992028,1.65005176,2.91455114,3.61848258,3.82236691,3.97671371,3.79369605,3.31581771,3.73529855,3.19341486,3.66393898,3.83897671,3.22163416,3.67881161,3.21748443,3.28728166,2.92700398,2.67202984,2.90593667,3.4659569,3.2633241,3.68277963,2.63331871,2.98599946,2.92420056,0,0
1079,1,1.21130441,2.69348351,1.87065859,1.68174982,-0.60339386,0.03780455,1.4007817,1.85947627,1.4346653,-0.76325629,-0.28670372,-0.96061249,-0.18276695,2.10037012,1.24997504,2.22476492,1.3063702,1.79291123,1.16131367,0.85303802,1.4177955,2.50466311,3.10782169,1.52808155,1.11698131,2.46159842,2.46159749,-0.70219419,1.42090097,-0.20209215,0.21077585,0.5656265,1.05926579,2.16683272,1.72126804,1.99758639,0.57178727,2.6433104,2.1886666,1.19519224,1.4231213,2.9418207,2.49069967,2.53592468,1.95625195,3.16627125,1.93558861,1.99842862,1.60901926,0.80470648,-0.65998382,0,0
1081,1,1.84555288,2.64104158,1.39140565,2.18251147,0.65426065,0.75362076,2.55062063,2.37687595,1.29379936,-0.22942758,0.96067173,0.38979332,1.36941422,1.86598102,2.23083335,1.75464839,1.38334781,1.26064016,1.30180864,0.48388927,1.0678136,1.76705745,1.15516542,0.9339228,0.3825284,0.61333743,0.99555026,0.57889146,0.51662519,2.60861303,2.29725032,2.28086803,1.6622757,1.89118275,2.78472895,1.72692015,2.59453167,1.33828474,1.1656035,1.04432297,2.25033272,1.39025182,1.34309754,1.75945624,1.74720989,2.10289126,2.46134168,2.65681481,1.07150804,1.54761678,0.29065529,0,0
1082,1,1.55458703,2.97093753,1.90990802,2.37169126,1.22080473,1.33191337,3.6645142,3.09379897,3.18265041,0.2410074,1.14707254,0.23548975,1.4479416,2.56044301,1.78209114,3.38754623,1.9906295,2.49277849,2.60103345,1.37953743,1.60421649,3.00609655,2.94676544,2.08693546,2.36832467,2.06187946,2.05706958,0.48819776,1.94791523,2.76558835,3.60813033,4.05066867,2.97726547,2.4082121,3.69283753,3.81563011,3.25111099,3.32364914,3.93376078,2.32965345,3.03586534,3.32409209,3.731078,3.53796711,2.50583004,4.27530403,2.9476935,3.07536469,2.44824143,2.22229496,0.80955391,0,0
1083,1,-2.23568602,-0.81856164,-2.21473044,-1.42591747,-3.37886604,-3.56470612,-1.69854504,-0.90086336,-2.11875966,-3.46409874,-3.5044562,-3.3327887,-3.36237639,-1.20431099,-1.52712175,-1.08321667,-2.35988456,-2.51408955,-2.34585877,-3.09630963,-2.87899606,-0.55987474,-2.34939938,-2.32579866,-3.43838153,-1.83833288,-1.91804628,-1.9396417,-2.34345798,-2.2683392,-3.03529993,-1.76827608,-2.13333783,-1.60804628,-0.8455503,-1.51215987,-1.37713809,-1.43462423,-0.5753717,-2.25787047,-2.53864129,-1.32598862,-1.45193946,-1.15306601,-1.9307403,-1.04318564,-2.41624203,-2.73839135,-2.55860143,-2.98926309,-2.80947333,0,0
1084,1,0.27534122,0.95453168,-1.16640545,0.01079442,-1.76223017,-1.4943575,0.0455804,0.62161089,-1.21379439,-1.96630924,-1.85123565,-2.15457882,-1.49100442,1.06420375,-0.80972333,0.91245407,-1.11645699,0.82378485,1.93880975,-0.26363913,0.35844458,1.89387469,1.47559211,-0.3577343,-0.75394238,0.29219221,0.29127072,-0.64122618,-0.23729883,-0.40436673,-0.25396502,0.43812709,-0.55579891,-0.13269071,0.0130415,0.78355677,0.29024117,-0.37291964,0.04765938,-0.98396154,0.28874203,0.52748612,1.07767436,1.58074174,1.19527474,1.30229425,1.07051285,-0.04647051,1.20687162,-0.34555346,-1.41347353,0,0
1085,1,2.78930891,3.51183484,2.3508348,2.7848974,1.30905252,1.84573434,2.98622386,3.10988727,2.43212065,0.67854518,1.84489183,1.0050632,1.99154735,3.39478576,2.63633029,3.08423448,2.3743839,4.54029383,4.37747112,3.40251083,4.29536177,3.4807562,3.75307554,2.75085076,2.99276893,2.67447118,2.54721762,0.86701546,2.17124027,2.51701012,3.45225355,3.31253892,2.41258041,2.65082106,3.68282768,3.62675755,3.02805381,3.14543766,2.97231419,2.15820208,3.9000418,3.54155811,4.03770532,4.07444884,3.65200798,3.63230801,3.66478916,4.06879403,2.79107864,3.00991174,0.91254129,0,0
1087,1,3.00481188,3.76162492,3.34757048,3.63812509,3.04110183,3.59950938,4.54515331,3.79860193,3.7954133,2.39046021,3.24400365,2.50196672,3.54704781,3.72262509,3.47592561,4.48745892,3.16710457,5.24292448,4.95367183,3.57839106,3.79381824,3.56810177,5.10012225,3.799904,3.9622446,3.97182225,3.56671458,1.86823681,3.28801772,3.75018066,4.82975967,4.48280324,3.98354361,3.68251979,3.88269772,5.36056157,3.91721047,4.64754354,4.43236679,3.80864759,4.96709739,4.59875358,4.91260586,4.8917175,4.38637014,4.6484846,4.94176565,4.80674888,4.32678613,4.76234186,2.9066955,0,0
1089,1,2.79004022,3.11598539,2.97375192,3.33630478,3.15386352,3.52057616,4.17303142,3.50352086,3.64962247,2.10876788,3.29560207,2.64721093,3.62453401,2.91412552,3.2270511,3.93485724,2.84869914,3.43068179,3.06674541,2.3600681,2.381328,2.99177612,3.62958628,3.05726676,2.98310458,2.94163332,2.87952015,2.52635145,2.80132172,4.25357076,4.51971515,4.59971217,3.87950933,3.84883943,4.14724015,4.52359399,3.89209043,3.92324252,3.5823363,3.39561494,4.29874481,4.24474057,3.93607878,4.47472243,3.31838824,4.21331077,3.79771512,3.89093574,3.09357772,3.91734471,3.05311237,0,0
1091,1,1.08077115,2.60517699,1.1481337,1.9847954,0.53393691,-0.01707384,2.15824506,2.25224938,1.12284129,-0.77499114,0.34030582,-0.59181388,0.36895971,1.94678679,0.69128702,2.16946922,0.99081976,1.69218388,1.64935462,0.55175284,0.65922752,2.05204869,1.60289583,1.08928683,0.90684852,1.64901162,1.075003,0.05449575,1.01529954,2.16376303,2.93972757,2.45690118,1.77200666,1.64393232,2.94160603,2.43239873,2.67861586,1.89933877,1.64338189,1.03708491,2.7417356,2.06106938,2.08364926,3.08467839,2.16956355,2.80122629,2.73569631,2.62176711,1.91001974,1.92518029,0.00605212,0,0
1092,1,3.37329213,4.34653047,4.17724389,4.19337554,4.19407325,4.60801204,5.32856647,4.95994922,5.89259975,2.97390472,4.481175,3.47510937,4.90723247,3.84271091,4.48010725,5.23001206,4.09499272,3.92659997,3.87440269,3.32716481,3.26192402,3.55756095,4.68801446,4.41723743,4.71092496,3.74137368,4.07875376,2.2712413,3.94682257,5.41711656,6.49039565,6.04285669,5.54733176,4.47063537,5.52041179,5.87817612,5.03458285,5.33069887,5.02786756,5.07210664,6.05751748,5.81546306,5.26297361,5.71991156,4.35422094,5.76853393,5.13028091,5.2415672,4.18336537,5.09530669,3.41677933,0,0
1094,1,1.58769001,1.94048319,-0.03435617,1.03648459,-0.39188452,-0.37650418,0.78366476,0.95009872,-0.65694055,-0.24086794,-0.45263846,-0.15717263,0.15251303,1.65781505,0.58115002,1.17836598,-0.35003853,2.86054921,2.74981966,1.25322561,2.83663651,2.33161495,2.51447293,0.70069561,0.8532331,1.63610864,0.73652402,1.59870343,0.24743748,0.53267239,0.67405388,1.31315102,-0.03531695,0.84669311,0.92426163,0.71459079,1.16918829,-0.18631869,-0.06227569,-0.20636153,1.44373262,0.85588318,1.26596799,1.72724879,2.18545077,1.29085569,1.92468627,1.23620129,0.61171819,0.97656378,-0.03659341,0,0
1096,1,2.73573878,3.21814872,2.46515871,2.88300059,1.97788733,2.37262862,3.64219666,3.22741028,2.90755108,1.26559676,2.47413608,1.17886229,2.40480394,3.13969205,3.14931604,3.99127085,2.65575671,3.61510135,3.92725275,2.48859034,2.89796912,3.45515156,3.85763398,2.82506762,3.05583591,2.73278954,2.81969195,1.21703739,2.96918308,2.75203156,3.71650852,4.15074579,2.73762466,3.04273092,3.84146046,3.86597873,3.48587423,3.87685202,3.58046991,2.70045734,3.77669153,4.10317799,3.97244533,4.46769126,3.93846917,4.36278236,3.9734223,4.10240072,4.21274517,3.27337891,1.47330575,0,0
1097,1,2.86441384,4.71870569,3.76753704,3.98411469,3.10994815,3.52872487,5.13496284,4.5774993,5.51545741,2.06152964,3.58689202,2.15642017,3.41786295,4.18196516,3.96880995,5.2815808,4.03866275,4.46953988,4.86239702,3.56561473,4.39897657,4.04280398,5.33196548,4.33095911,4.45947549,3.89508813,4.0912841,1.48084328,3.78627307,4.25685859,6.31918544,5.75164129,4.70869692,4.13334778,5.43059321,6.34328199,4.37668465,5.65595454,6.20022549,4.17826974,5.62239353,6.33792283,6.45357849,6.13378677,4.50009564,6.63757481,4.94803335,5.61563306,4.63702098,4.6813786,2.11728716,0,0
1099,1,-0.88077583,0.65752663,-0.38001474,0.63716984,-2.11977175,-2.4954368,1.34412869,0.42270636,-0.9833067,-2.775637,-1.67714824,-2.76976507,-1.52132825,0.95452431,-0.52116332,1.79396278,-0.90987708,0.44340708,0.85019271,-1.0110387,-0.25016238,1.29058786,0.45867884,-0.44058925,-0.72375475,0.0364003,-0.58578853,-0.7704538,-0.46127379,0.41176957,1.09129196,1.68926198,0.26725754,0.36656286,2.56112262,2.05140251,2.00421114,-0.00127631,1.46203952,-0.33565859,1.0880652,1.44750871,1.74427631,2.35542744,0.81009068,2.18549864,1.21392658,1.4267172,1.38589402,-0.14343916,-2.04668751,0,0
1101,1,1.75826986,2.77597257,2.1169434,2.05699911,0.61011097,1.17390653,2.53992674,2.40330651,1.96773931,0.08155639,1.10228074,0.36927246,1.18035513,2.8561034,2.02395584,2.70384321,1.37059588,3.73491588,3.81155642,2.45814888,3.88040752,2.98761464,3.98952003,1.97113815,2.66727538,2.31976324,2.06965968,-0.21683115,1.0613635,1.64739991,2.69332998,2.705885,2.50925818,2.0210937,2.32840989,3.29212049,2.0579871,2.69354366,2.97406594,1.72035966,2.80739383,2.80509821,3.37891461,3.4775575,2.79163893,3.26732814,2.9328157,2.51829581,2.19825259,1.47931715,0.26404373,0,0
1102,1,0.88122274,2.40065768,1.67671931,2.02010118,0.81835547,1.17062646,2.97680767,2.31729382,2.24181193,0.11085831,1.50269359,0.64778412,1.35064987,1.4751903,2.36734934,3.30046627,1.46864638,1.73338825,2.11235287,0.82803722,0.94438715,2.19254286,2.10894195,1.53735449,1.50103841,1.40733507,1.57442224,0.5594241,1.66216416,2.32657501,2.59861411,3.088294,2.47535294,1.6487177,3.28751798,3.05081418,3.24537716,2.47793798,2.72724682,2.10481133,2.21101993,3.08807417,2.57540861,2.64305505,1.82215775,3.35085972,2.0187898,2.65715527,1.64509731,1.76452315,0.68738502,0,0
1104,1,2.09976361,3.53290756,2.26669604,2.9309645,1.20892261,1.13997392,4.18894739,3.33355941,2.7203293,0.17512753,1.79682038,0.46203945,1.84065357,3.54078705,2.65443946,4.4553542,2.28163856,3.40962508,4.32498987,2.07207546,2.7092299,3.25676477,4.24560042,2.69387498,2.64054255,2.45873722,2.55416774,0.23093955,2.81553392,3.36206523,4.85744796,4.80756907,3.1718747,2.89523147,4.36824028,4.63581181,3.66094858,3.68480115,3.68115952,2.26313652,4.65631257,4.05618106,4.69014841,4.96263446,3.94732753,4.91624791,4.21841843,4.53610413,3.22971364,3.50931529,0.72983491,0,0
1105,1,2.91538817,3.48737289,2.42730189,3.66841719,1.74397792,2.33840368,3.39104572,3.34918913,2.44184883,1.34320684,2.13170227,1.41233572,2.47511144,4.40547138,3.23455869,3.3532835,2.48094639,4.87535425,5.37724008,3.50041578,4.79337342,3.79935446,4.30117455,2.85291244,3.56865382,2.94795949,2.80360995,1.34764862,2.27788072,2.92990628,3.69972691,3.90060458,2.65818614,2.95922011,3.37060347,3.64785484,3.59673588,3.13818952,2.78217123,2.19183317,4.48557651,3.62167627,3.82013556,4.25230329,4.12188079,3.96788195,4.31508546,4.16118603,3.13978191,3.30380782,1.43899619,0,0
1106,1,0.40152346,0.74976829,0.11854173,0.69329278,0.37384636,0.14672869,1.15899756,0.79978276,0.6450413,-0.526905,0.64930373,0.41710366,0.58075269,-0.33049681,-0.00664379,0.71620766,-0.41448001,-0.53176965,-0.61244462,-1.18249075,-1.0831429,0.62670426,-0.9356635,-0.45613074,-1.12463628,-0.33034191,-0.58430809,0.63847027,-0.07342118,1.03356251,0.78965427,1.56046674,0.57774813,0.07868732,1.19818558,0.11573085,1.73581428,-0.35321365,-0.07804942,0.3797859,-0.74603978,0.29326272,-0.49191886,-0.47015143,-0.30564816,0.35525713,-0.02771398,0.35942403,-0.2159293,-0.25505901,0.45492499,0,0
1107,1,3.05173118,3.96903056,3.94923561,4.13358548,3.85510858,4.66916505,5.51396403,4.76596525,4.85591902,2.69167571,4.28555215,3.1583326,4.63822232,3.69580139,4.25675415,4.73208963,3.80416095,3.77611022,3.97817643,3.50784359,3.22852301,3.54773404,4.34709639,4.0295078,4.07723553,3.35252077,3.85127818,2.13026267,4.02289333,5.61253199,5.725946,6.058281,4.73551327,4.1355975,5.37388574,5.88287434,4.99811842,5.77852329,5.53794717,4.35484274,5.69150638,5.7383501,5.3163526,5.03917569,3.92717004,5.62407046,5.09776614,5.88463028,3.79529543,4.9249353,3.56829271,0,0
1114,1,3.4999204,4.46770459,4.50958949,4.15350571,4.7887567,5.59645467,5.54726564,5.11418113,6.85801916,3.65587252,5.29677837,4.01634059,4.56007522,4.02164918,5.01185347,5.47821717,4.75968362,4.88521084,4.59110169,4.10234975,3.91363669,4.0262493,5.52391752,5.09893455,4.93000635,4.38223492,5.11665827,1.83052182,4.4156339,4.59859907,5.90269997,5.38601669,5.32574586,4.80626059,4.9383919,6.70308165,4.54035811,6.69367121,6.77496115,5.57232221,5.49622671,6.47367754,5.30707652,4.85621613,4.25196884,5.85257715,4.64120183,5.29916764,4.85054793,4.52231314,3.90482064,0,0
1115,1,2.98568552,3.04909367,2.62485044,3.12957963,2.99960083,4.05694954,3.80185472,3.80236714,3.48995836,2.31878924,3.3745491,2.9748236,3.77410807,3.25726003,3.58006197,3.07730025,2.74258434,4.04396419,4.25598344,3.4506288,3.72370114,2.89429386,3.77902991,2.90879279,3.16163964,2.90888942,2.91813255,1.8048934,3.03273337,3.45647317,4.01476893,4.04507494,2.66774198,3.55295434,3.50527106,3.6738406,3.35014935,3.68862903,3.15480773,2.8201168,3.92249276,3.66921151,3.18959324,3.28917579,3.75607925,3.30211791,3.93779535,3.8911681,3.03485377,3.43154339,3.12490578,0,0
1116,1,2.09973855,3.00813638,2.36077718,2.48960782,1.78317108,2.67524037,2.86040953,2.68781125,3.89987551,1.47422251,2.18891878,2.21433216,1.90708209,2.28842001,2.72994238,2.62791452,2.28066692,1.93900147,1.87942426,1.1130732,1.29978348,2.7968842,3.69679182,2.39946285,2.20479596,2.80034638,3.01159553,0.95629355,2.18776747,1.78571341,2.10829124,2.033652,3.10864044,2.92553189,2.48485268,3.1028252,2.05144904,3.40065271,3.73574588,2.98027443,1.78728581,3.41511808,3.05181081,2.25312674,2.36187907,3.80407844,1.97472237,2.13910067,1.89565114,1.76217431,2.18888384,0,0
1117,1,0.75211949,1.84997106,-0.01361619,1.61212772,-1.80365211,-1.7014065,1.59447707,1.54044206,-1.03967341,-1.76341722,-1.53132471,-2.19323248,-0.07440687,2.2068158,-0.08826284,1.63133634,-0.33506377,2.56498298,2.87385381,1.45797531,3.02057133,2.3542164,1.89578939,0.65899527,0.72719157,1.17517827,0.00514559,0.51419126,-0.14261422,1.30175874,1.8751909,2.1233176,0.51754087,1.18887259,2.40741643,1.76563937,2.03262582,0.59750818,0.79998824,-0.03475374,3.44486176,1.54674232,2.26604037,3.888647,2.96701068,2.56369811,3.41335874,2.55083083,1.63717652,2.44710869,-1.37555567,0,0
1119,1,1.80798019,2.50088031,2.38015538,2.33579744,2.05242645,2.35595123,3.05152178,2.76364067,3.19610365,1.20250779,2.51128249,1.66752945,2.75916417,2.60294341,3.45046038,2.60642141,2.18151661,2.37150349,2.72901969,1.5684532,1.89605725,2.38708212,2.7913015,2.31597376,2.32783634,2.96585842,2.64139233,0.99133755,1.30035956,3.18845515,3.37984643,3.61868939,3.09925247,2.66221506,3.12269467,3.40960162,3.23804732,2.74805367,3.31450284,2.64262088,2.92270041,3.3783395,3.01281548,3.58123555,2.30528989,3.22380437,2.50837907,2.79001552,1.20641664,2.23282073,1.71805552,0,0
1121,1,2.12672028,2.68972478,2.47583411,3.15993322,2.02473235,2.3761427,3.08942842,3.0941723,3.18671453,1.32732273,2.05337096,1.73780925,2.83012008,2.7112098,2.67252333,3.8398661,2.42947754,2.85553338,2.03962239,2.70428784,2.36013381,2.31992883,3.10826338,2.27969518,2.78058992,3.13567285,2.49778027,0.37238526,1.94067304,1.94782058,2.5718713,2.4743849,2.71519116,2.68895585,2.79153098,2.74015639,2.43172418,3.81919454,3.08367168,2.62075005,2.36429367,2.84043175,2.48732298,2.64815992,2.57478579,2.94938164,2.55012691,2.36949129,2.94213975,1.93650384,1.16020851,0,0
1122,1,1.99639566,3.34438755,1.53514971,2.70026023,0.17010701,0.36649352,2.43985216,2.52922956,1.32224887,-0.37958918,0.56147199,-0.34143682,0.6059308,2.98263652,2.06962447,2.13097597,1.29250013,2.92369059,2.68760025,1.46430755,2.59712266,3.31651486,2.96120759,1.68752174,1.49091388,1.85852141,1.93397173,0.48966652,1.26499597,1.67572098,2.35300528,2.58213595,1.61432742,2.18475299,2.8791202,2.35154167,2.57400435,1.96505394,1.27415385,1.04653869,3.05789481,2.2793922,2.45145831,3.07769284,2.67956443,3.22195524,2.88694194,3.013214,1.7550893,2.28350093,0.14961076,0,0
1124,1,1.35805523,3.16402051,3.13979507,2.64494852,2.24194671,2.75879071,3.57781931,3.07280226,4.43666832,1.37870958,2.43792967,1.62647367,2.0407806,2.76487152,3.11849159,3.69671923,3.0065126,3.02552459,3.59931613,1.67732817,1.40591098,3.16695544,3.94056984,2.87860193,3.62339976,2.91375778,3.41824424,0.36824234,2.75260885,2.47014618,3.29888114,3.62244224,3.51261858,2.90489144,3.42180824,4.45098468,3.00702349,5.17428053,5.45400019,3.73606834,3.03697412,5.00573567,4.42674269,3.47014487,2.49277922,4.69928744,2.67599518,3.17023476,2.76222136,2.42069529,1.69250744,0,0
1125,1,0.60668813,1.13052827,-0.9364254,0.75702954,-1.80728967,-1.82875474,1.08969857,0.81183466,-1.90029029,-1.95982949,-1.37955147,-1.78880655,-0.22190827,0.78682347,-0.64186656,0.519358,-1.19721473,1.3279549,1.64973983,0.11827298,1.60095115,1.81582676,0.64862059,-0.39452591,-0.8387232,0.07459691,-0.5514108,1.66443926,-0.5962129,0.74357385,1.12697503,1.75023323,-0.54915202,0.5321337,1.74743981,0.85956552,1.71587516,-1.08204337,-0.63237001,-1.05480705,1.86441905,0.49692287,1.483213,2.50754138,1.91140653,1.13001323,2.27149794,2.01681412,0.27683873,1.12811994,-1.04464252,0,0
1126,1,1.24946804,2.48309162,2.01562229,1.71076636,0.95890422,1.52048429,2.83796677,2.385141,3.2900005,0.54256741,1.44420404,0.85194387,1.00581488,2.01804235,2.25432663,3.51199608,1.99580771,1.66785239,1.61279997,1.01094541,0.438952,2.76471924,3.08833672,2.14836303,1.82162814,2.30969912,2.32020931,0.03756509,2.29636279,0.98377816,1.93884451,2.32884476,2.50960826,2.37826645,2.46996959,3.67393647,1.93481709,3.74326246,4.22833131,3.08106137,1.57539221,3.62030981,3.33672844,2.84283148,1.70968005,3.74817295,1.7045957,2.00897041,1.87287756,1.3718903,0.91175619,0,0
1127,1,2.71556617,4.45962555,3.86699591,3.36065672,3.01243067,3.62789037,4.38247709,3.98361314,5.89663327,2.14330315,3.56378307,2.20709125,2.95644178,3.84077153,4.46413316,4.89085453,4.2039854,3.85784398,4.06358727,3.11746627,3.25949758,4.29052021,5.39972533,4.49136247,4.12175757,3.78915244,5.00587998,0.19749506,3.82811747,3.30234265,4.47561656,4.51581543,4.40399889,4.02940315,4.32940946,5.78730637,3.46047716,6.54054763,6.22402922,4.11724737,4.36239574,6.18220696,5.87086328,5.44392224,3.64246551,6.39982185,4.02542008,4.39761351,3.55440518,3.60020728,2.10337445,0,0
1128,1,2.94216416,3.04050353,2.91814073,3.24005634,3.3703851,3.61359076,3.47847924,3.37479791,4.21682574,2.17914233,3.29469573,2.70460897,3.13669817,2.85229681,3.42483183,4.35899759,2.80974577,3.00554741,3.1020078,2.38587606,2.37235487,2.98181292,4.00853604,3.26539619,2.92724839,3.23711712,3.4333854,1.49383517,3.21417086,3.53306402,4.04162578,4.23636514,3.46475722,3.09792749,3.35888034,3.82145205,3.16089706,4.0486493,4.02789776,3.20858589,3.42930491,4.21613587,3.43702291,3.99884286,3.34550845,4.07418553,3.04639467,3.24461832,2.95344554,2.86141833,2.57786307,0,0
1133,1,1.02602292,2.25171318,0.61120139,1.50496577,-0.08270828,-0.2127011,1.58331991,2.19704002,1.1640331,-0.89794659,-0.17854807,-0.73779362,0.29866856,1.56510679,0.90744445,2.32219786,1.59069908,1.71115551,1.59758578,0.66803157,1.10987238,2.3367525,2.25670864,1.04776138,0.84871805,0.94884926,1.2272864,0.21374009,1.09285192,1.09581718,1.29822831,1.73220217,0.81159992,1.70975567,2.55094311,2.40811928,1.988117,1.97141436,2.29563088,1.45192992,2.00178197,2.55861496,2.03502895,2.97518921,1.85582337,2.76184549,1.99607824,2.35123633,1.39554423,0.75173881,-0.05365065,0,0
1135,1,2.71167103,3.71560625,3.15117895,3.32683956,2.65139,3.16918299,4.27012435,3.74104389,4.21900697,1.98713067,2.94786736,2.04215201,2.96267203,4.06184525,3.66462353,5.02161298,3.37826858,5.13263995,4.89684754,3.49745873,4.05353903,3.62173295,5.0492359,3.69547539,3.95047678,3.82542043,3.53579208,1.20541051,3.01612469,3.35662748,4.6825117,4.60997323,3.82530938,3.55466935,4.26866876,5.21520661,3.63203334,4.64277688,4.86056971,3.8475496,4.90320297,4.69669081,5.42945301,5.39870045,4.30111285,5.2451735,3.9605771,4.26539148,3.71860367,4.22927314,1.88907754,0,0
1136,1,1.43552714,2.4274829,1.05889968,1.19660463,-0.40190277,-0.2190181,2.40626798,1.99199445,1.77511764,-1.10907926,0.3506506,-0.56725081,-0.36171733,1.51366705,1.17888616,2.18708729,1.14317386,1.03349222,1.45324403,-0.47895371,-0.41553609,2.7842188,1.66820136,0.84517632,0.36797827,0.44033574,1.06834897,-0.90516289,1.40637812,1.38570241,1.91001806,2.1026379,1.43630465,1.34217326,2.27376305,2.20984278,1.93637569,1.97951092,1.80912877,0.90736139,1.18087378,2.09481415,2.24250375,1.49095995,0.56203444,3.15616956,1.58436163,2.08524771,0.81988939,0.84379125,-0.5696931,0,0
1139,1,2.94458162,3.5691028,3.44995611,3.77765961,3.47805693,3.93655668,3.8873196,3.73459526,4.26967891,2.4758384,3.39739202,2.5800229,3.17421399,3.79698089,3.99289414,4.05657008,3.47013466,4.86575799,5.32064715,3.75341008,4.20518913,3.74498776,5.34237469,4.44035984,4.13123561,3.77105352,4.03521378,1.48517533,3.20589292,3.11362108,3.88304237,4.06246125,3.62573197,3.4831019,3.67342508,4.63533575,3.66502721,4.83527132,4.96360053,3.47636119,3.86537443,5.20582174,4.36386395,4.2991445,3.6756745,4.71577618,3.97920375,4.30465572,3.35516759,3.4318618,3.05555895,0,0
1141,1,2.28860386,2.57394829,1.98586728,2.60484843,1.62822291,1.95297751,3.16122261,2.46924382,1.97147283,0.93704566,1.82987527,1.45245653,2.10981769,2.41064233,2.05230765,3.10428816,2.24588181,2.3843358,2.32170205,1.60213139,1.71489618,2.33660026,2.57242442,1.84885039,2.17068615,2.19751954,1.9533717,1.26948272,1.77432061,1.73721301,2.98530016,3.3027194,2.24016631,2.55590917,3.173572,2.7649264,2.96408151,2.95017587,2.78393223,2.36823327,2.31409874,2.9651305,2.98948236,2.53441132,2.82511874,2.8923429,2.96755789,2.90875342,3.34223234,2.22098584,1.28245661,0,0
1142,1,1.89750153,3.00171666,2.34535312,2.85883308,1.05962018,1.57120394,3.97247223,3.18739712,2.98962233,0.47297098,1.92968993,0.49610846,2.46087611,2.73166099,2.62820877,3.87362641,2.15508196,3.05032875,3.44461976,1.8435653,2.32965447,2.82825175,3.0466719,2.3116529,2.39615611,2.05933296,2.12981374,0.27869175,2.4277843,3.37835861,4.73174172,4.40739529,3.06212806,2.68890187,4.60054852,3.92434616,3.8941696,3.6821853,3.20818968,2.40575571,4.06141493,4.10020528,3.88503891,4.57880444,2.82475315,4.14211141,3.59399112,4.32621696,2.77304387,3.31935292,0.4808245,0,0
1146,1,1.37373903,0.84196304,0.72192893,1.832786,0.70358488,1.14412594,1.77951915,1.72140292,0.59428511,-0.14283596,0.90713224,0.83840936,2.17203286,1.3846321,1.12845443,1.25127193,0.64170587,2.57643656,2.11106809,1.85550251,1.82780093,1.51628036,0.89691109,0.1666517,0.99562099,0.88296404,0.07123095,0.41945299,0.35331636,1.90767646,1.86646835,1.92879167,1.10325681,1.1896486,1.83572037,1.31684936,2.82973171,0.79760291,0.77018331,0.465297,1.59408378,0.89562765,1.06244936,1.605541,1.75191362,1.14485259,2.36765144,1.2194516,0.64184908,1.69760581,0.86395071,0,0
1148,1,1.97069454,3.51514493,2.65832716,2.82510965,1.70085473,2.00527156,3.66710891,3.3602433,3.51211997,0.91933754,2.06398541,0.8867551,1.46123229,3.04198571,2.69861714,4.23928717,2.87004102,3.42912845,3.66795881,2.41229021,2.67802074,3.94490101,4.11733516,3.18559178,2.92294264,3.06638182,3.04342237,0.68010785,3.04180426,3.03719268,4.0614681,3.86142662,3.36035522,3.1017593,4.40064735,5.46255438,3.75556983,4.6749259,5.08725664,3.12041669,4.15545452,4.95810648,4.51463649,5.13591643,3.83736287,5.20333503,3.62555683,4.15582527,3.14818557,3.16040399,1.25771723,0,0
1150,1,1.11454359,1.72426521,1.32253784,1.14864378,-0.20392456,-0.25484917,1.09917726,1.31051099,0.54808711,-0.51155733,-0.34781792,-0.03328764,0.04455375,1.51182576,1.21905681,0.84289031,0.51913843,1.06096485,1.09497444,0.375602,0.64000817,1.94548478,1.49688684,0.6001396,-0.03885841,1.13672188,1.08511132,0.48578262,0.35150064,0.17225758,-0.05412208,0.83395203,0.54855591,1.32417093,1.29848122,0.68169829,0.67439229,1.00038008,0.99316003,0.51071619,0.66214454,0.53457269,0.93472052,1.08479323,1.26508534,1.42463507,1.08957644,0.92708868,1.62708215,0.69865184,-0.40764776,0,0
